level,game_object_id,transform_id,name,path,active_self,layer,components,component_ids,keyword_match
level74,1378,3114,Cylinder,BigGate (1)/Visuals/Cylinder,True,0,Transform;MeshFilter;MeshRenderer,3114;4956;3758,False
level74,1379,2410,Cube (1),HangRed/Visuals/side2/Cube (1),True,0,Transform;MeshRenderer;MeshFilter,2410;4433;5177,False
level74,1380,2645,bs_out (1),CenterGoal Blue/Physics/bs_out (1),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider;MonoBehaviour;Rigidbody,2645;5506;3879;5822;6063;5734,True
level74,1381,3098,Cylinder,MovingGate Red/Base/Visuals/Cylinder,True,0,Transform;MeshFilter;MeshRenderer,3098;4928;4267,False
level74,1382,2920,Cube (2),CenterGoal Red/Physics/Cube (2),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2920;5122;3729;5828,True
level74,1383,1855,Plane (3),MovingGate Red/Arm/Visuals/VisionTag (3)/Plane (3),True,0,Transform;MeshFilter;MeshRenderer,1855;4606;3294,False
level74,1384,3080,net (2),CenterGoal Blue/Physics/net (2),True,0,Transform;MeshFilter;MeshRenderer;MeshCollider,3080;5459;3489;5753,True
level74,1385,2172,Cylinder (2),HangRed/Physics/Cylinder (2),True,0,Transform;MeshFilter;MeshRenderer;CapsuleCollider;MonoBehaviour;Rigidbody,2172;4592;3709;5983;6092;5740,False
level74,1386,2794,Cube (3),BigGate (1)/Physics/Cube (3),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2794;5390;3427;5831,False
level74,1387,3090,VisionTag (2),BigGate/Visuals/VisionTag (2),True,0,Transform,3090,False
level74,1388,2825,Plane,MovingGate Blue/Arm/Visuals/VisionTag (2)/Plane,True,0,Transform;MeshFilter;MeshRenderer,2825;5511;3887,False
level74,1389,1919,Cube (2),MovingGate Red/Base/Physics/Cube (2),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,1919;5681;3599;5893,False
level74,1390,2860,Cube (4),CenterGoal Red/Visuals/Cube (4),True,0,Transform;MeshFilter;MeshRenderer,2860;5474;4176,True
level74,1391,2392,Cube (41),CenterGoal Blue/Visuals/Cube (41),True,0,Transform;MeshRenderer;MeshFilter,2392;3984;5375,True
level74,1392,2643,Cube (45),CenterGoal Red/Visuals/Cube (45),True,0,Transform;MeshRenderer;MeshFilter,2643;4271;4807,True
level74,1393,2343,Cylinder (35),BigGate/Visuals/Cylinder (35),True,0,Transform;MeshFilter;MeshRenderer,2343;5548;4021,False
level74,1394,2041,Cube (33),CenterGoal Red/Visuals/Cube (33),True,0,Transform;MeshFilter;MeshRenderer,2041;5066;3923,True
level74,1395,3055,Cylinder (9),MovingGate Blue/Base/Visuals/Cylinder (9),True,0,Transform;MeshFilter;MeshRenderer,3055;5094;4394,False
level74,1396,2674,Cube (25),PlayerStations (3)/Visuals/Cube (25),True,0,Transform;MeshFilter;MeshRenderer,2674;4644;4143,False
level74,1397,2675,Cube (25),PlayerStations (2)/Visuals/Cube (25),True,0,Transform;MeshFilter;MeshRenderer,2675;4645;4142,False
level74,1398,3001,Cylinder (11),BigGate (1)/Visuals/Cylinder (11),True,0,Transform;MeshFilter;MeshRenderer,3001;4602;3469,False
level74,1399,2085,Area Light (4),CenterGoal Red/Visuals/Lights/Lit/Area Light (4),True,0,Transform;Light;MonoBehaviour,2085;5955;6111,True
level74,1400,3129,Decal,HangRed/Visuals/Decal,True,0,Transform;MeshFilter;MeshRenderer,3129;4806;4340,False
level74,1401,3138,Cube (22),CenterGoal Blue/Visuals/Cube (22),True,0,Transform;MeshFilter;MeshRenderer,3138;4716;3803,True
level74,1402,2628,Cylinder (13),MovingGate Blue/Base/Visuals/Cylinder (13),True,0,Transform;MeshFilter;MeshRenderer,2628;5638;4169,False
level74,1403,2109,Cylinder (19),BigGate/Visuals/Cylinder (19),True,0,Transform;MeshFilter;MeshRenderer,2109;4821;4269,False
level74,1404,2042,Cylinder (28),MovingGate Blue/Base/Visuals/Cylinder (28),True,0,Transform;MeshFilter;MeshRenderer,2042;4743;3545,False
level74,1405,2946,Cube,CenterGoal Red/Visuals/rside/Cube,True,0,Transform;MeshRenderer;MeshFilter,2946;3969;4835,True
level74,1406,2113,Cylinder (6),PlayerStations (3)/Visuals/HandleBar (4)/Cylinder (6),True,0,Transform;MeshFilter;MeshRenderer,2113;5597;3291,False
level74,1407,2114,Cylinder (6),PlayerStations (2)/Visuals/HandleBar (4)/Cylinder (6),True,0,Transform;MeshFilter;MeshRenderer,2114;5598;3292,False
level74,1408,2531,Cube,BigGate (1)/Visuals/Cube,True,0,Transform;MeshRenderer;MeshFilter,2531;3556;4909,False
level74,1409,2225,Cube (4),HangRed/Visuals/side2/Cube (4),True,0,Transform;MeshRenderer;MeshFilter,2225;3360;4916,False
level74,1410,2119,Lit,CenterGoal Blue/Visuals/Lights/Lit,True,0,Transform;Animator,2119;5939,True
level74,1411,3140,Cylinder,MovingGate Red/Base/Visuals/Cylinder,True,0,Transform;MeshFilter;MeshRenderer,3140;5248;3528,False
level74,1412,2956,VisionTag (2),Wharehouse Red/PlayerStation/Visuals/VisionTag (2),True,0,Transform,2956,False
level74,1413,2912,Cube (9),CenterGoal Blue/Physics/Cube (9),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2912;4871;4241;5801,True
level74,1414,2153,Plane (2),Wharehouse Blue/PlayerStation/Visuals/VisionTag (1)/Plane (2),True,0,Transform;MeshFilter;MeshRenderer,2153;5021;4178,False
level74,1415,2828,Cylinder (18),MovingGate Blue/Base/Visuals/Cylinder (18),True,0,Transform;MeshFilter;MeshRenderer,2828;5009;3721,False
level74,1416,2375,Cube (6),HangRed/Physics/Cube (6),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2375;5241;3694;5826,False
level74,1417,2095,RlightUnlit (7),CenterGoal Red/Visuals/Lights/Unlit/RlightUnlit (7),True,0,Transform;MeshRenderer;MeshFilter,2095;3681;4701,True
level74,1418,2578,Cylinder (7),MovingGate Red/Base/Visuals/Cylinder (7),True,0,Transform;MeshFilter;MeshRenderer,2578;5126;4172,False
level74,1419,3047,Cube (3),CenterGoal Red/Physics/Cube (3),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,3047;5406;3589;5900,True
level74,1420,2563,Cube,Wharehouse Red/Lever/Visuals/Cube,True,0,Transform;MeshRenderer;MeshFilter,2563;3411;5585,False
level74,1421,2461,Cylinder (52),MovingGate Red/Base/Visuals/Cylinder (52),True,0,Transform;MeshFilter;MeshRenderer,2461;5437;3369,False
level74,1422,2332,Cube,CenterGoal Red/Visuals/Cube,False,0,Transform;MeshRenderer;MeshFilter,2332;4268;5448,True
level74,1423,2173,Cube (4),MovingGate Blue/Arm/Visuals/Cube (4),True,0,Transform;MeshFilter;MeshRenderer,2173;5234;4257,False
level74,1424,2046,Area Light (5),CenterGoal Blue/Visuals/Lights/Lit/Area Light (5),True,0,Transform;Light;MonoBehaviour,2046;5957;6083,True
level74,1425,1863,Plane (2),HangBlue/Visuals/VisionTag/Plane (2),True,0,Transform;MeshFilter;MeshRenderer,1863;5535;3731,False
level74,1426,2366,Cylinder (48),BigGate/Visuals/Cylinder (48),True,0,Transform;MeshFilter;MeshRenderer,2366;5109;3994,False
level74,1427,2090,Cube (18),CenterGoal Blue/Visuals/Cube (18),True,0,Transform;MeshFilter;MeshRenderer,2090;5465;3406,True
level74,1428,2910,Plane (2),CenterGoal Blue/Visuals/VisionTag (1)/Plane (2),True,0,Transform;MeshFilter;MeshRenderer,2910;5165;3531,True
level74,1429,2542,Physics,MovingGate Red/Base/Physics,True,0,Transform,2542,False
level74,1430,2553,Cylinder (43),BigGate/Visuals/Cylinder (43),True,0,Transform;MeshFilter;MeshRenderer,2553;5550;3727,False
level74,1431,2671,Area Light (7),CenterGoal Blue/Visuals/Lights/Lit/Area Light (7),True,0,Transform;Light;MonoBehaviour,2671;5964;6112,True
level74,1432,2201,Cube (3),MovingGate Blue/Base/Visuals/Cube (3),True,0,Transform;MeshRenderer;MeshFilter,2201;3891;4615,False
level74,1433,2176,Plane,CenterGoal Blue/Visuals/VisionTag (1)/Plane,True,0,Transform;MeshFilter;MeshRenderer,2176;5245;4403,True
level74,1434,2503,Cylinder (5),CenterGoal Blue/Visuals/Cylinder (5),True,0,Transform;MeshFilter;MeshRenderer,2503;5367;4384,True
level74,1435,1960,lside,CenterGoal Blue/Visuals/lside,True,0,Transform,1960,True
level74,1436,1916,Panel,Wharehouse Blue/PlayerStation/Visuals/Panel,True,0,Transform;MeshRenderer;MeshFilter,1916;3774;4948,False
level74,1437,2130,Visuals,Depot/Visuals,True,0,Transform,2130,False
level74,1438,2916,Plane (4),BigGate (1)/Visuals/VisionTag (2)/Plane (4),True,0,Transform;MeshFilter;MeshRenderer,2916;4564;3446,False
level74,1439,1936,Cylinder (24),BigGate (1)/Visuals/Cylinder (24),True,0,Transform;MeshFilter;MeshRenderer,1936;4788;3588,False
level74,1440,3026,Cylinder (2),CenterGoal Red/Visuals/Cylinder (2),True,0,Transform;MeshFilter;MeshRenderer,3026;5709;3651,True
level74,1441,1910,Cube (38),CenterGoal Red/Visuals/Cube (38),False,0,Transform;MeshRenderer;MeshFilter,1910;3776;5010,True
level74,1442,1991,Arm,MovingGate Red/Arm,True,0,Transform,1991,False
level74,1443,1997,Cube (23),CenterGoal Blue/Visuals/Cube (23),True,0,Transform;MeshFilter;MeshRenderer,1997;4819;3967,True
level74,1444,2797,Cube (40),CenterGoal Blue/Visuals/Cube (42)/Cube (40),True,0,Transform;MeshRenderer;MeshFilter,2797;3307;4785,True
level74,1445,3003,Cube (2),BigGate (1)/Physics/Cube (2),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,3003;4906;4366;5827,False
level74,1446,2850,Physics,CenterGoal Red/Physics/MarkBall/Physics,True,0,Transform,2850,True
level74,1447,3086,Panel (1),Wharehouse Red/PlayerStation/Visuals/Panel (1),True,0,Transform;MeshRenderer;MeshFilter,3086;4187;5006,False
level74,1448,1944,Cylinder (45),MovingGate Red/Base/Visuals/Cylinder (45),True,0,Transform;MeshFilter;MeshRenderer,1944;4607;3568,False
level74,1449,2495,Cylinder (4),BigGate/Visuals/Cylinder (4),True,0,Transform;MeshFilter;MeshRenderer,2495;5238;4418,False
level74,1450,2037,Cube (9),CenterGoal Blue/Visuals/Cube (9),True,0,Transform;MeshFilter;MeshRenderer,2037;5051;3868,True
level74,1451,2430,net (1),CenterGoal Blue/Physics/net (1),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2430;4629;4148;5800,True
level74,1452,2849,Cube (5),MovingGate Blue/Arm/Physics/Cube (5),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2849;5662;3375;5880,False
level74,1453,3029,Cube (15),CenterGoal Red/Visuals/Cube (15),True,0,Transform;MeshFilter;MeshRenderer,3029;5555;4353,True
level74,1454,1823,VisionTag (3),BigGate (1)/Visuals/VisionTag (3),True,0,Transform,1823,False
level74,1455,2871,Cylinder (3),MovingGate Red/Base/Visuals/Cylinder (3),True,0,Transform;MeshFilter;MeshRenderer,2871;5246;3989,False
level74,1456,2296,Plane (3),PlayerStations (2)/Visuals/Plane (3),True,0,Transform;MeshFilter;MeshRenderer,2296;4834;3564,False
level74,1457,2295,Plane (3),PlayerStations (3)/Visuals/Plane (3),True,0,Transform;MeshFilter;MeshRenderer,2295;4833;3563,False
level74,1458,2414,Cylinder (36),MovingGate Blue/Base/Visuals/Cylinder (36),True,0,Transform;MeshFilter;MeshRenderer,2414;5203;3595,False
level74,1459,2463,Plane,HangBlue/Visuals/VisionTag/Plane,True,0,Transform;MeshFilter;MeshRenderer,2463;4746;4278,False
level74,1460,3020,Physics,MovingGate Red/Arm/Physics,True,0,Transform,3020,False
level74,1461,2467,Cube (1),MovingGate Blue/Base/Physics/Cube (1),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2467;4766;4031;5853,False
level74,1462,2390,MovingGate Red,MovingGate Red,True,0,Transform,2390,False
level74,1463,3014,VisionTag (1),Wharehouse Blue/PlayerStation/Visuals/VisionTag (1),True,0,Transform,3014,False
level74,1464,2598,Cylinder (19),MovingGate Red/Base/Visuals/Cylinder (19),True,0,Transform;MeshFilter;MeshRenderer,2598;5205;3302,False
level74,1465,2198,Plane (3),CenterGoal Blue/Visuals/VisionTag (3)/Plane (3),True,0,Transform;MeshFilter;MeshRenderer,2198;4858;3422,True
level74,1466,3027,Box169,Champs/Stadium/stadium2/Box169,True,0,Transform;MeshFilter;MeshRenderer,3027;5703;3725,False
level74,1467,2450,Plane (1),CenterGoal Blue/Visuals/VisionTag (5)/Plane (1),True,0,Transform;MeshFilter;MeshRenderer,2450;4707;3671,True
level74,1468,3146,Pipe,HangBlue/Visuals/Pipe,True,0,Transform;MeshRenderer;MeshFilter,3146;4146;5045,False
level74,1469,2310,Cylinder (45),BigGate (1)/Visuals/Cylinder (45),True,0,Transform;MeshFilter;MeshRenderer,2310;5030;4227,False
level74,1470,1858,Cylinder (17),CenterGoal Blue/Visuals/Cylinder (17),True,0,Transform;MeshFilter;MeshRenderer,1858;4774;4302,True
level74,1471,1994,Box176,Champs/Stadium/stadium2/Box176,True,0,Transform;MeshFilter;MeshRenderer,1994;4842;3317,False
level74,1472,2543,Cylinder (25),BigGate (1)/Visuals/Cylinder (25),True,0,Transform;MeshFilter;MeshRenderer,2543;5486;3850,False
level74,1473,1893,Spot Light (2),Champs/Stadium/Spot Light (2),True,0,Transform;Light;MonoBehaviour;MonoBehaviour,1893;5960;6094;6114,False
level74,1474,1992,Cube,CenterGoal Red/Physics/funnel/Cube,True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,1992;4635;3442;5935,True
level74,1475,1899,Cube (3),BigGate/Visuals/Cube (3),True,0,Transform;MeshFilter;MeshRenderer,1899;5175;4342,False
level74,1476,2413,Cylinder (31),BigGate/Visuals/Cylinder (31),True,0,Transform;MeshFilter;MeshRenderer,2413;5381;4424,False
level74,1477,2024,RlightLit,CenterGoal Blue/Visuals/Lights/Lit/RlightLit,True,0,Transform;MeshRenderer;MeshFilter,2024;3840;4719,True
level74,1478,2453,Cylinder (22),MovingGate Red/Base/Visuals/Cylinder (22),True,0,Transform;MeshFilter;MeshRenderer,2453;5569;3354,False
level74,1479,1879,Funnel,CenterGoal Blue/Visuals/Funnel,True,0,Transform,1879,True
level74,1480,2012,Cube (4),MovingGate Red/Arm/Visuals/Cube (4),True,0,Transform;MeshRenderer;MeshFilter,2012;4240;5441,False
level74,1481,2689,Cube (1),HangRed/Visuals/side1/Cube (1),True,0,Transform;MeshFilter;MeshRenderer,2689;5088;3519,False
level74,1482,2403,Plane (2),CenterGoal Blue/Visuals/VisionTag (6)/Plane (2),True,0,Transform;MeshFilter;MeshRenderer,2403;5621;4232,True
level74,1483,3145,Cube (7),BigGate (1)/Visuals/Cube (7),True,0,Transform;MeshFilter;MeshRenderer,3145;5144;3743,False
level74,1484,2212,Plane,CenterGoal Red/Visuals/VisionTag (5)/Plane,True,0,Transform;MeshFilter;MeshRenderer,2212;5634;4244,True
level74,1485,1918,Cube (21),CenterGoal Red/Visuals/Cube (21),True,0,Transform;MeshFilter;MeshRenderer,1918;4895;4022,True
level74,1486,2440,Cylinder (11),MovingGate Blue/Base/Visuals/Cylinder (11),True,0,Transform;MeshFilter;MeshRenderer,2440;5471;4195,False
level74,1487,2934,sideplate (1),MovingGate Red/Base/Visuals/sideplate (1),True,0,Transform;MeshRenderer;MeshFilter,2934;4116;5274,False
level74,1488,1986,red (3),Wharehouse Red/PlayerStation/Visuals/red (3),True,0,Transform;MeshFilter;MeshRenderer,1986;4838;3828,False
level74,1489,2371,Cube (3),Wharehouse Red/PlayerStation/Physics/Cube (3),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2371;4998;3580;5905,False
level74,1490,2518,Plane (1),CenterGoal Red/Visuals/VisionTag (4)/Plane (1),True,0,Transform;MeshFilter;MeshRenderer,2518;5231;3744,True
level74,1491,1940,Physics,CenterGoal Red/Physics,True,0,Transform,1940,True
level74,1492,2357,Cube (16),CenterGoal Red/Visuals/Cube (16),True,0,Transform;MeshFilter;MeshRenderer,2357;5148;4112,True
level74,1493,3028,Cube (19),CenterGoal Red/Visuals/Cube (19),True,0,Transform;MeshFilter;MeshRenderer,3028;5179;4420,True
level74,1494,2801,BigGate,BigGate,True,0,Transform,2801,False
level74,1495,2237,Plane (3),CenterGoal Blue/Visuals/VisionTag (6)/Plane (3),True,0,Transform;MeshFilter;MeshRenderer,2237;4782;4330,True
level74,1496,2634,Cube (14),CenterGoal Red/Visuals/Cube (14),True,0,Transform;MeshFilter;MeshRenderer,2634;5204;3912,True
level74,1497,2604,Plane (1),CenterGoal Red/Visuals/VisionTag (7)/Plane (1),True,0,Transform;MeshFilter;MeshRenderer,2604;4643;4023,True
level74,1498,1886,Cube,HangBlue/Visuals/side1/Cube,True,0,Transform;MeshFilter;MeshRenderer,1886;5270;4128,False
level74,1499,2969,Cylinder (51),MovingGate Blue/Base/Visuals/Cylinder (51),True,0,Transform;MeshFilter;MeshRenderer,2969;4575;3495,False
level74,1500,2599,Cube (5),CenterGoal Red/Visuals/Cube (5),True,0,Transform;MeshFilter;MeshRenderer,2599;5022;3703,True
level74,1501,2105,Cylinder (2),BigGate (1)/Visuals/Cylinder (2),True,0,Transform;MeshFilter;MeshRenderer,2105;5149;3566,False
level74,1502,1819,Ramp,Ramp,True,0,Transform,1819,True
level74,1503,2273,Cylinder (48),MovingGate Red/Base/Visuals/Cylinder (48),True,0,Transform;MeshFilter;MeshRenderer,2273;5710;3995,False
level74,1504,2120,Cylinder (3),CenterGoal Red/Visuals/rside/Cylinder (3),True,0,Transform;MeshFilter;MeshRenderer,2120;5599;3604,True
level74,1505,2821,Cube (1),MovingGate Red/Arm/Visuals/Cube (1),True,0,Transform;MeshRenderer;MeshFilter,2821;3726;5281,False
level74,1506,2608,Cylinder (16),BigGate/Visuals/Cylinder (16),True,0,Transform;MeshFilter;MeshRenderer,2608;5462;3587,False
level74,1507,2524,Cube (15),CenterGoal Blue/Physics/Cube (15),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2524;5643;4349;5890,True
level74,1508,2345,Box203,Champs/Stadium/stadium2/Box203,True,0,Transform;MeshFilter;MeshRenderer,2345;4566;4236,False
level74,1509,2249,Plane (4),CenterGoal Red/Visuals/VisionTag (7)/Plane (4),True,0,Transform;MeshFilter;MeshRenderer,2249;5403;4423,True
level74,1510,2076,Cylinder (5),MovingGate Blue/Base/Visuals/Cylinder (5),True,0,Transform;MeshFilter;MeshRenderer,2076;4924;3860,False
level74,1511,2686,Cube,BigGate/Visuals/Cube,True,0,Transform;MeshRenderer;MeshFilter,2686;4439;4683,False
level74,1512,2948,DL Depot,Champs/ChampsLights/DL Depot,True,0,Transform;Light;MonoBehaviour,2948;5967;6109,False
level74,1513,2411,Cube (31),CenterGoal Red/Visuals/Cube (31),True,0,Transform;MeshFilter;MeshRenderer,2411;5697;4294,True
level74,1514,2887,Cube,BigGate (1)/Visuals/Cube,True,0,Transform;MeshFilter;MeshRenderer,2887;5271;4225,False
level74,1515,2261,Cube (3),CenterGoal Red/Visuals/Cube (3),True,0,Transform;MeshFilter;MeshRenderer,2261;5714;3673,True
level74,1516,2238,Unlit,CenterGoal Blue/Visuals/Lights/Unlit,True,0,Transform,2238,True
level74,1517,2632,Cylinder (39),BigGate (1)/Visuals/Cylinder (39),True,0,Transform;MeshFilter;MeshRenderer,2632;5493;3944,False
level74,1518,2909,Plane (4),BigGate (1)/Visuals/VisionTag (3)/Plane (4),True,0,Transform;MeshFilter;MeshRenderer,2909;5554;3393,False
level74,1519,1908,Cube (11),CenterGoal Blue/Physics/Cube (11),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,1908;4656;3676;5788,True
level74,1520,2313,Cylinder (8),BigGate (1)/Visuals/Cylinder (8),True,0,Transform;MeshFilter;MeshRenderer,2313;5156;3372,False
level74,1521,3042,Cylinder (17),MovingGate Blue/Base/Visuals/Cylinder (17),True,0,Transform;MeshFilter;MeshRenderer,3042;4791;4224,False
level74,1522,2248,Plane,CenterGoal Red/Visuals/VisionTag (7)/Plane,True,0,Transform;MeshFilter;MeshRenderer,2248;5698;3918,True
level74,1523,2848,Floor,HangBlue/Visuals/Floor,True,0,Transform;MeshRenderer;MeshFilter,2848;3511;4997,False
level74,1524,2690,Cube,Wharehouse Blue/PlayerStation/Visuals/Cube,True,0,Transform;MeshFilter;MeshRenderer,2690;5455;3736,False
level74,1525,2799,Cube (16),CenterGoal Blue/Physics/Cube (16),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2799;4614;3947;5819,True
level74,1526,2915,Cylinder (30),BigGate (1)/Visuals/Cylinder (30),True,0,Transform;MeshFilter;MeshRenderer,2915;4589;4428,False
level74,1527,2483,Cube,Wharehouse Red/Lever/Physics/Cube,True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2483;5029;4206;5848,False
level74,1528,2974,Cube,CenterGoal Red/Visuals/rside/Cube,True,0,Transform;MeshFilter;MeshRenderer,2974;5254;3981,True
level74,1529,2512,Cylinder (44),MovingGate Blue/Base/Visuals/Cylinder (44),True,0,Transform;MeshFilter;MeshRenderer,2512;4772;4440,False
level74,1530,2917,Plane (1),CenterGoal Blue/Visuals/VisionTag (6)/Plane (1),True,0,Transform;MeshFilter;MeshRenderer,2917;4968;4320,True
level74,1531,3000,Cube (6),BigGate (1)/Visuals/Cube (6),True,0,Transform;MeshFilter;MeshRenderer,3000;5618;3761,False
level74,1532,2657,Cube,MovingGate Red/Base/Visuals/Cube,True,0,Transform;MeshFilter;MeshRenderer,2657;4739;3504,False
level74,1533,2159,Cube (2),Ramp/Physics/Cube (2),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2159;4764;3309;5863,True
level74,1534,2575,Plane (4),HangRed/Visuals/VisionTag/Plane (4),True,0,Transform;MeshFilter;MeshRenderer,2575;5208;3417,False
level74,1535,2695,Cube (3),MovingGate Blue/Arm/Visuals/Cube (3),True,0,Transform;MeshFilter;MeshRenderer,2695;4953;3389,False
level74,1536,2400,Cube (8),MovingGate Red/Arm/Physics/Cube (8),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2400;5202;3424;5897,False
level74,1537,2997,Cube (1),HangRed/Physics/Cube (1),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2997;5089;3689;5778,False
level74,1538,2933,Cylinder (4),MovingGate Red/Base/Visuals/Cylinder (4),True,0,Transform;MeshFilter;MeshRenderer,2933;5263;3946,False
level74,1539,2988,Cube (2),Depot/Physics/Cube (2),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2988;4624;3470;5816,False
level74,1540,2233,Box163,Champs/Stadium/stadium2/Box163,True,0,Transform;MeshFilter;MeshRenderer,2233;4843;3892,False
level74,1541,2963,Cube (40),CenterGoal Red/Visuals/Cube (41)/Cube (40),True,0,Transform;MeshRenderer;MeshFilter,2963;3759;5562,True
level74,1542,2995,Cube (25),CenterGoal Red/Visuals/Cube (25),True,0,Transform;MeshFilter;MeshRenderer,2995;5113;4416,True
level74,1543,2165,Cube (5),CenterGoal Red/Physics/Cube (5),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2165;5679;3672;5882,True
level74,1544,3110,Cylinder,CenterGoal Red/Visuals/Cylinder,True,0,Transform;MeshRenderer;MeshFilter,3110;4121;5408,True
level74,1545,2348,Plane (2),HangRed/Visuals/VisionTag (1)/Plane (2),True,0,Transform;MeshFilter;MeshRenderer,2348;5229;4389,False
level74,1546,2124,Plane,Wharehouse Red/PlayerStation/Visuals/VisionTag (2)/Plane,True,0,Transform;MeshFilter;MeshRenderer,2124;5658;3523,False
level74,1547,1959,Cube (12),CenterGoal Red/Physics/Cube (12),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,1959;4559;4213;5871,True
level74,1548,2361,Box175,Champs/Stadium/stadium2/Box175,True,0,Transform;MeshFilter;MeshRenderer,2361;4693;4191,False
level74,1549,2415,Plane (3),CenterGoal Blue/Visuals/VisionTag (5)/Plane (3),True,0,Transform;MeshFilter;MeshRenderer,2415;5232;4369,True
level74,1550,2250,side_pb (1),CenterGoal Blue/Physics/side_pb (1),True,0,Transform;MeshFilter;MeshRenderer;MeshCollider,2250;5215;3610;5763,True
level74,1551,1990,Cube,CenterGoal Red/Visuals/Funnel/Cube,True,0,Transform;MeshRenderer;MeshFilter,1990;4288;4826,True
level74,1552,2146,VisionTag (5),CenterGoal Blue/Visuals/VisionTag (5),True,0,Transform,2146,True
level74,1553,2056,Cylinder (41),MovingGate Blue/Base/Visuals/Cylinder (41),True,0,Transform;MeshFilter;MeshRenderer,2056;5642;4282,False
level74,1554,2795,Cylinder (14),MovingGate Red/Base/Visuals/Cylinder (14),True,0,Transform;MeshFilter;MeshRenderer,2795;4992;4234,False
level74,1555,3094,Plane (4),CenterGoal Blue/Visuals/VisionTag (1)/Plane (4),True,0,Transform;MeshFilter;MeshRenderer,3094;5691;4410,True
level74,1556,3119,Plane (4),Wharehouse Blue/PlayerStation/Visuals/VisionTag (2)/Plane (4),True,0,Transform;MeshFilter;MeshRenderer,3119;4678;4305,False
level74,1557,2841,Cube (10),CenterGoal Blue/Physics/Cube (10),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2841;4694;3342;5903,True
level74,1558,2301,Cube,CenterGoal Red/Visuals/Funnel/Cube,True,0,Transform;MeshRenderer;MeshFilter,2301;3735;4797,True
level74,1559,1853,Plane (2),CenterGoal Red/Visuals/VisionTag (4)/Plane (2),True,0,Transform;MeshFilter;MeshRenderer,1853;5422;4168,True
level74,1560,2626,Cylinder (47),BigGate (1)/Visuals/Cylinder (47),True,0,Transform;MeshFilter;MeshRenderer,2626;4864;3839,False
level74,1561,2205,Box177,Champs/Stadium/stadium2/Box177,True,0,Transform;MeshFilter;MeshRenderer,2205;5546;3474,False
level74,1562,2654,red (2),Wharehouse Red/PlayerStation/Visuals/red (2),True,0,Transform;MeshFilter;MeshRenderer,2654;4862;3365,False
level74,1563,2069,Cylinder (3),CenterGoal Red/Visuals/lside/Cylinder (3),True,0,Transform;MeshFilter;MeshRenderer,2069;4831;3706,True
level74,1564,2226,Cube,CenterGoal Blue/Physics/MarkBall/Physics/Cube,True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2226;5197;4361;5881,True
level74,1565,2040,Plane (3),CenterGoal Blue/Visuals/VisionTag (1)/Plane (3),True,0,Transform;MeshFilter;MeshRenderer,2040;5132;4259,True
level74,1566,2827,Plane (1),BigGate (1)/Visuals/VisionTag (3)/Plane (1),True,0,Transform;MeshFilter;MeshRenderer,2827;5438;3897,False
level74,1567,1848,Cylinder (26),BigGate (1)/Visuals/Cylinder (26),True,0,Transform;MeshFilter;MeshRenderer,1848;5463;3884,False
level74,1568,1920,Cube (10),Wharehouse Red/PlayerStation/Physics/Cube (10),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,1920;5221;3788;5877,False
level74,1569,2784,Cylinder (38),BigGate/Visuals/Cylinder (38),True,0,Transform;MeshFilter;MeshRenderer,2784;5570;4323,False
level74,1570,1876,Cube (1),Wharehouse Red/PlayerStation/Visuals/Cube (1),True,0,Transform;MeshFilter;MeshRenderer,1876;4852;4435,False
level74,1571,3075,topplate,MovingGate Blue/Base/Visuals/topplate,True,0,Transform;MeshRenderer;MeshFilter,3075;3720;5452,False
level74,1572,2577,Cube (2),CenterGoal Blue/Visuals/lside/Cube (2),True,0,Transform;MeshRenderer;MeshFilter,2577;3957;5507,True
level74,1573,2810,Line043,Champs/Stadium/stadium2/Line043,True,0,Transform;MeshFilter;MeshRenderer,2810;4933;3893,False
